LSOA21CD,Formatted_Ward
E01003158,Lambeth - Streatham Hill West & Thornton
E01003136,Lambeth - Streatham Hill West & Thornton
E01003131,Lambeth - Streatham Hill West & Thornton
E01003138,Lambeth - Streatham Hill West & Thornton
E01003116,Lambeth - Streatham St Leonard's
E01003117,Lambeth - Streatham St Leonard's
E01003120,Lambeth - Streatham St Leonard's
E01003114,Lambeth - Streatham St Leonard's
E01003115,Lambeth - Streatham St Leonard's
E01003119,Lambeth - Streatham St Leonard's
E01003118,Lambeth - Streatham St Leonard's
E01003113,Lambeth - Streatham St Leonard's
E01003154,Lambeth - Streatham Wells
E01003148,Lambeth - Streatham Wells
E01003413,Merton - Longthornton
E01003361,Merton - Cannon Hill
E01003153,Lambeth - Streatham Wells
E01003299,Lewisham - New Cross Gate
E01003363,Merton - Cannon Hill
E01003193,Lewisham - Perry Vale
E01003149,Lambeth - Streatham Wells
E01003365,Merton - Cannon Hill
E01003415,Merton - Longthornton
E01003311,Lewisham - Perry Vale
E01003155,Lambeth - Streatham Wells
E01003366,Merton - Cannon Hill
E01003422,Merton - Lower Morden
E01003313,Lewisham - Perry Vale
E01003223,Lewisham - Catford South
E01033866,Lambeth - Vauxhall
E01003362,Merton - Cannon Hill
E01003260,Lewisham - Forest Hill
E01003420,Merton - Lower Morden
E01003451,Merton - Lower Morden
E01003419,Merton - Lower Morden
E01003418,Merton - Lower Morden
E01003421,Merton - Lower Morden
E01003417,Merton - Lower Morden
E01003427,Merton - Merton Park
E01003428,Merton - Merton Park
E01003425,Merton - Merton Park
E01003426,Merton - Merton Park
E01003424,Merton - Merton Park
E01003431,Merton - Pollards Hill
E01003430,Merton - Pollards Hill
E01003433,Merton - Pollards Hill
E01003434,Merton - Pollards Hill
E01003429,Merton - Pollards Hill
E01003432,Merton - Pollards Hill
E01003437,Merton - Ravensbury
E01003441,Merton - Ravensbury
E01003436,Merton - Ravensbury
E01003440,Merton - Ravensbury
E01003438,Merton - Ravensbury
E01003444,Merton - Raynes Park
E01003446,Merton - Raynes Park
E01003447,Merton - Raynes Park
E01003443,Merton - Raynes Park
E01003380,Merton - Raynes Park
E01003382,Merton - Raynes Park
E01003445,Merton - Raynes Park
E01003381,Merton - Raynes Park
E01003452,Merton - St Helier
E01003449,Merton - St Helier
E01003439,Merton - St Helier
E01003453,Merton - St Helier
E01003450,Merton - St Helier
E01003448,Merton - St Helier
E01003465,Merton - Village
E01003463,Merton - Village
E01003442,Merton - Village
E01003462,Merton - Village
E01003461,Merton - Village
E01003464,Merton - Village
E01003460,Merton - Village
E01003359,Merton - Wandle
E01003455,Merton - Wandle
E01003459,Merton - Wandle
E01003467,Merton - West Barnes
E01003255,Lewisham - Forest Hill
E01033863,Lambeth - Vauxhall
E01003307,Lewisham - Perry Vale
E01003259,Lewisham - Forest Hill
E01003353,Lewisham - Catford South
E01033862,Lambeth - Vauxhall
E01003314,Lewisham - Perry Vale
E01003266,Lewisham - Grove Park
E01003265,Lewisham - Grove Park
E01003263,Lewisham - Grove Park
E01003270,Lewisham - Grove Park
E01003269,Lewisham - Grove Park
E01003267,Lewisham - Grove Park
E01003364,Merton - Cannon Hill
E01003264,Lewisham - Grove Park
E01003268,Lewisham - Grove Park
E01034581,Merton - Colliers Wood
E01003271,Lewisham - Grove Park
E01003352,Lewisham - Catford South
E01003371,Merton - Colliers Wood
E01003316,Lewisham - Perry Vale
E01003102,Lambeth - Vauxhall
E01003222,Lewisham - Hither Green
E01003221,Lewisham - Catford South
E01034580,Merton - Colliers Wood
E01003310,Lewisham - Perry Vale
E01033208,Lambeth - Vauxhall
E01003292,Lewisham - Hither Green
E01003224,Lewisham - Catford South
E01003372,Merton - Colliers Wood
E01003369,Merton - Colliers Wood
E01003368,Merton - Colliers Wood
E01003370,Merton - Colliers Wood
E01003378,Merton - Cricket Green
E01003375,Merton - Cricket Green
E01003377,Merton - Cricket Green
E01003373,Merton - Cricket Green
E01003379,Merton - Cricket Green
E01003374,Merton - Cricket Green
E01003389,Merton - Cricket Green
E01003387,Merton - Figge's Marsh
E01003388,Merton - Figge's Marsh
E01003386,Merton - Figge's Marsh
E01003390,Merton - Figge's Marsh
E01003391,Merton - Figge's Marsh
E01003393,Merton - Graveney
E01003397,Merton - Graveney
E01003398,Merton - Graveney
E01003395,Merton - Graveney
E01003392,Merton - Graveney
E01003396,Merton - Graveney
E01003394,Merton - Graveney
E01003400,Merton - Hillside
E01003402,Merton - Hillside
E01003404,Merton - Hillside
E01003401,Merton - Hillside
E01003399,Merton - Hillside
E01003403,Merton - Hillside
E01003376,Merton - Lavender Fields
E01003408,Merton - Lavender Fields
E01003407,Merton - Lavender Fields
E01003406,Merton - Lavender Fields
E01003405,Merton - Lavender Fields
E01003410,Merton - Lavender Fields
E01003409,Merton - Lavender Fields
E01003416,Merton - Longthornton
E01003414,Merton - Longthornton
E01003412,Merton - Longthornton
E01003435,Merton - Longthornton
E01003411,Merton - Longthornton
E01033865,Lambeth - Vauxhall
E01003216,Lewisham - Catford South
E01003290,Lewisham - Hither Green
E01003105,Lambeth - Vauxhall
E01003309,Lewisham - Perry Vale
E01003219,Lewisham - Catford South
E01003220,Lewisham - Hither Green
E01003013,Lambeth - Waterloo & South Bank
E01003308,Lewisham - Perry Vale
E01003354,Lewisham - Hither Green
E01003017,Lambeth - Waterloo & South Bank
E01003312,Lewisham - Perry Vale
E01003218,Lewisham - Hither Green
E01003195,Lewisham - Perry Vale
E01003014,Lambeth - Waterloo & South Bank
E01003350,Lewisham - Hither Green
E01003315,Lewisham - Perry Vale
E01003468,Merton - West Barnes
E01003231,Lewisham - Crofton Park
E01003016,Lambeth - Waterloo & South Bank
E01033320,Lewisham - Hither Green
E01003194,Lewisham - Rushey Green
E01003228,Lewisham - Crofton Park
E01003466,Merton - West Barnes
E01032582,Lambeth - Waterloo & South Bank
E01003347,Lewisham - Hither Green
E01034390,Lewisham - Rushey Green
E01003229,Lewisham - Crofton Park
E01003471,Merton - West Barnes
E01003170,Lambeth - West Dulwich
E01003346,Lewisham - Hither Green
E01003324,Lewisham - Rushey Green
E01003232,Lewisham - Crofton Park
E01003470,Merton - West Barnes
E01003064,Lambeth - West Dulwich
E01003295,Lewisham - Hither Green
E01003319,Lewisham - Rushey Green
E01003230,Lewisham - Crofton Park
E01003469,Merton - West Barnes
E01003165,Lambeth - West Dulwich
E01033322,Lewisham - Hither Green
E01003320,Lewisham - Rushey Green
E01003225,Lewisham - Crofton Park
E01003476,Merton - Wimbledon Park
E01003168,Lambeth - West Dulwich
E01003278,Lewisham - Ladywell
E01003293,Lewisham - Rushey Green
E01003233,Lewisham - Crofton Park
E01034578,Merton - Wimbledon Park
E01003167,Lambeth - West Dulwich
E01003273,Lewisham - Ladywell
E01003322,Lewisham - Rushey Green
E01003226,Lewisham - Crofton Park
E01003473,Merton - Wimbledon Park
E01003197,Lewisham - Bellingham
E01003279,Lewisham - Ladywell
E01034391,Lewisham - Rushey Green
E01003227,Lewisham - Crofton Park
E01003478,Merton - Wimbledon Park
E01003196,Lewisham - Bellingham
E01003192,Lewisham - Bellingham
E01003191,Lewisham - Bellingham
E01003189,Lewisham - Bellingham
E01003190,Lewisham - Bellingham
E01003205,Lewisham - Blackheath
E01003203,Lewisham - Blackheath
E01003288,Lewisham - Blackheath
E01003202,Lewisham - Blackheath
E01003199,Lewisham - Blackheath
E01003204,Lewisham - Blackheath
E01003201,Lewisham - Blackheath
E01003198,Lewisham - Blackheath
E01003200,Lewisham - Blackheath
E01003206,Lewisham - Blackheath
E01033324,Lewisham - Brockley
E01003213,Lewisham - Brockley
E01003215,Lewisham - Brockley
E01003207,Lewisham - Brockley
E01003212,Lewisham - Brockley
E01033325,Lewisham - Brockley
E01003210,Lewisham - Brockley
E01003272,Lewisham - Brockley
E01003214,Lewisham - Brockley
E01003209,Lewisham - Brockley
E01003211,Lewisham - Brockley
E01003277,Lewisham - Brockley
E01003217,Lewisham - Catford South
E01003348,Lewisham - Catford South
E01003303,Lewisham - Deptford
E01003253,Lewisham - Deptford
E01003246,Lewisham - Deptford
E01003304,Lewisham - Deptford
E01003298,Lewisham - Deptford
E01032579,Lewisham - Deptford
E01003300,Lewisham - Deptford
E01003252,Lewisham - Deptford
E01003241,Lewisham - Downham
E01003236,Lewisham - Downham
E01003351,Lewisham - Downham
E01003239,Lewisham - Downham
E01003240,Lewisham - Downham
E01032565,Lewisham - Downham
E01034579,Merton - Wimbledon Park
E01032564,Lewisham - Downham
E01003276,Lewisham - Ladywell
E01003477,Merton - Wimbledon Park
E01003243,Lewisham - Downham
E01003275,Lewisham - Ladywell
E01003474,Merton - Wimbledon Park
E01003472,Merton - Wimbledon Park
E01003454,Merton - Wimbledon Town & Dundonald
E01003385,Merton - Wimbledon Town & Dundonald
E01003383,Merton - Wimbledon Town & Dundonald
E01003384,Merton - Wimbledon Town & Dundonald
E01003458,Merton - Wimbledon Town & Dundonald
E01003423,Merton - Wimbledon Town & Dundonald
E01003456,Merton - Wimbledon Town & Dundonald
E01003457,Merton - Wimbledon Town & Dundonald
E01003480,Newham - Beckton
E01003486,Newham - Beckton
E01003485,Newham - Beckton
E01003513,Newham - Beckton
E01003487,Newham - Beckton
E01003481,Newham - Beckton
E01003484,Newham - Beckton
E01034205,Newham - Beckton
E01003483,Newham - Beckton
E01003479,Newham - Beckton
E01003490,Newham - Boleyn
E01003495,Newham - Boleyn
E01003494,Newham - Boleyn
E01003489,Newham - Boleyn
E01034204,Newham - Boleyn
E01003492,Newham - Boleyn
E01034203,Newham - Boleyn
E01003488,Newham - Boleyn
E01003500,Newham - Canning Town North
E01003496,Newham - Canning Town North
E01003497,Newham - Canning Town North
E01003503,Newham - Canning Town North
E01003502,Newham - Canning Town North
E01034210,Newham - Canning Town South
E01033584,Newham - Canning Town South
E01034208,Newham - Canning Town South
E01034209,Newham - Canning Town South
E01034211,Newham - Canning Town South
E01003511,Newham - Custom House
E01003321,Lewisham - Rushey Green
E01003291,Lewisham - Ladywell
E01003318,Lewisham - Rushey Green
E01003274,Lewisham - Ladywell
E01003349,Lewisham - Downham
E01003325,Lewisham - Rushey Green
E01003283,Lewisham - Lee Green
E01003235,Lewisham - Downham
E01003323,Lewisham - Rushey Green
E01003282,Lewisham - Lee Green
E01003238,Lewisham - Downham
E01003284,Lewisham - Lee Green
E01003237,Lewisham - Downham
E01003335,Lewisham - Sydenham
E01034387,Lewisham - Evelyn
E01003285,Lewisham - Lee Green
E01003327,Lewisham - Sydenham
E01003249,Lewisham - Evelyn
E01003287,Lewisham - Lee Green
E01003334,Lewisham - Sydenham
E01003244,Lewisham - Evelyn
E01003281,Lewisham - Lee Green
E01003328,Lewisham - Sydenham
E01003247,Lewisham - Evelyn
E01003286,Lewisham - Lee Green
E01003330,Lewisham - Sydenham
E01003248,Lewisham - Evelyn
E01003280,Lewisham - Lee Green
E01003332,Lewisham - Sydenham
E01003251,Lewisham - Evelyn
E01034395,Lewisham - Lewisham Central
E01003331,Lewisham - Sydenham
E01034389,Lewisham - Evelyn
E01034394,Lewisham - Lewisham Central
E01003329,Lewisham - Sydenham
E01034388,Lewisham - Evelyn
E01034393,Lewisham - Lewisham Central
E01003333,Lewisham - Sydenham
E01003261,Lewisham - Forest Hill
E01033341,Lewisham - Lewisham Central
E01003326,Lewisham - Sydenham
E01003254,Lewisham - Forest Hill
E01033327,Lewisham - Lewisham Central
E01003341,Lewisham - Telegraph Hill
E01003262,Lewisham - Forest Hill
E01034392,Lewisham - Lewisham Central
E01003337,Lewisham - Telegraph Hill
E01003258,Lewisham - Forest Hill
E01003297,Lewisham - New Cross Gate
E01003339,Lewisham - Telegraph Hill
E01003256,Lewisham - Forest Hill
E01003301,Lewisham - New Cross Gate
E01003336,Lewisham - Telegraph Hill
E01003257,Lewisham - Forest Hill
E01003302,Lewisham - New Cross Gate
E01003338,Lewisham - Telegraph Hill
E01003245,Lewisham - New Cross Gate
E01003345,Lewisham - Telegraph Hill
E01003305,Lewisham - New Cross Gate
E01003343,Lewisham - Telegraph Hill
E01003344,Lewisham - Telegraph Hill
E01003342,Lewisham - Telegraph Hill
E01003340,Lewisham - Telegraph Hill
E01003357,Merton - Abbey
E01003355,Merton - Abbey
E01003358,Merton - Abbey
E01003356,Merton - Abbey
E01003360,Merton - Abbey
E01003499,Newham - Plaistow West & Canning Town East
E01003784,Redbridge - Valentines
E01003508,Newham - Plaistow West & Canning Town East
E01003787,Redbridge - Valentines
E01003594,Newham - Plaistow West & Canning Town East
E01003781,Redbridge - Valentines
E01003534,Newham - Plashet
E01003786,Redbridge - Valentines
E01003788,Redbridge - Valentines
E01003533,Newham - Plashet
E01003785,Redbridge - Valentines
E01003631,Newham - West Ham
E01003529,Newham - Plashet
E01003752,Redbridge - Valentines
E01003532,Newham - Plashet
E01003793,Redbridge - Wanstead Park
E01003531,Newham - Plashet
E01003796,Redbridge - Wanstead Park
E01003636,Newham - West Ham
E01034207,Newham - Royal Albert
E01003792,Redbridge - Wanstead Park
E01003517,Newham - Custom House
E01003825,Richmond upon Thames - Hampton
E01003633,Newham - West Ham
E01034206,Newham - Royal Albert
E01003569,Newham - Green Street West
E01003727,Redbridge - Hainault
E01003790,Redbridge - Wanstead Park
E01003682,Redbridge - Clayhall
E01003516,Newham - Custom House
E01003830,Richmond upon Thames - Hampton North
E01003637,Newham - West Ham
E01034224,Newham - Royal Albert
E01003570,Newham - Green Street West
E01003782,Redbridge - Ilford Town
E01003791,Redbridge - Wanstead Park
E01003678,Redbridge - Clayhall
E01003518,Newham - Custom House
E01003828,Richmond upon Thames - Hampton North
E01003632,Newham - West Ham
E01033582,Newham - Royal Albert
E01003571,Newham - Green Street West
E01034481,Redbridge - Ilford Town
E01003777,Redbridge - Wanstead Village
E01003675,Redbridge - Clayhall
E01003514,Newham - Custom House
E01003832,Richmond upon Thames - Hampton North
E01003833,Richmond upon Thames - Hampton North
E01003829,Richmond upon Thames - Hampton North
E01003831,Richmond upon Thames - Hampton North
E01003834,Richmond upon Thames - Hampton Wick & South Teddington
E01003837,Richmond upon Thames - Hampton Wick & South Teddington
E01003838,Richmond upon Thames - Hampton Wick & South Teddington
E01003836,Richmond upon Thames - Hampton Wick & South Teddington
E01003839,Richmond upon Thames - Hampton Wick & South Teddington
E01003835,Richmond upon Thames - Hampton Wick & South Teddington
E01003844,Richmond upon Thames - Heathfield
E01003842,Richmond upon Thames - Heathfield
E01003843,Richmond upon Thames - Heathfield
E01003840,Richmond upon Thames - Heathfield
E01003845,Richmond upon Thames - Heathfield
E01003841,Richmond upon Thames - Heathfield
E01003847,Richmond upon Thames - Kew
E01033571,Richmond upon Thames - Kew
E01003846,Richmond upon Thames - Kew
E01003851,Richmond upon Thames - Kew
E01003848,Richmond upon Thames - Kew
E01033570,Richmond upon Thames - Kew
E01003849,Richmond upon Thames - Kew
E01003853,Richmond upon Thames - Mortlake & Barnes Common
E01003854,Richmond upon Thames - Mortlake & Barnes Common
E01003857,Richmond upon Thames - Mortlake & Barnes Common
E01003856,Richmond upon Thames - Mortlake & Barnes Common
E01003865,Richmond upon Thames - Mortlake & Barnes Common
E01003858,Richmond upon Thames - Mortlake & Barnes Common
E01003855,Richmond upon Thames - Mortlake & Barnes Common
E01003852,Richmond upon Thames - Mortlake & Barnes Common
E01003864,Richmond upon Thames - North Richmond
E01003860,Richmond upon Thames - North Richmond
E01003863,Richmond upon Thames - North Richmond
E01003862,Richmond upon Thames - North Richmond
E01003861,Richmond upon Thames - North Richmond
E01003859,Richmond upon Thames - North Richmond
E01003869,Richmond upon Thames - St Margarets & North Twickenham
E01003871,Richmond upon Thames - St Margarets & North Twickenham
E01003866,Richmond upon Thames - St Margarets & North Twickenham
E01003868,Richmond upon Thames - St Margarets & North Twickenham
E01003867,Richmond upon Thames - St Margarets & North Twickenham
E01003870,Richmond upon Thames - St Margarets & North Twickenham
E01003872,Richmond upon Thames - St Margarets & North Twickenham
E01003877,Richmond upon Thames - South Richmond
E01003876,Richmond upon Thames - South Richmond
